,outcome,sumfg,sumfg3,sumft,sumorb,sumast,sumpts,sumdrb,sumstl,sumblk,Offensive Effort,Defensive Effort
3262,1,79,24,18,8,52,200,76,9,5,1,1
3263,0,37,11,11,7,24,96,30,7,6,0,0
3264,0,44,14,7,7,27,109,30,6,3,0,0
3265,1,77,32,32,19,50,218,63,3,4,1,1
3266,1,41,8,22,13,24,112,39,12,3,0,0
3267,0,63,18,32,13,44,176,66,17,18,1,1
3268,0,40,9,25,17,27,114,35,3,2,1,0
3269,1,41,12,23,8,24,117,30,7,5,0,1
3270,0,41,11,19,12,23,112,38,9,10,0,0
3271,1,78,24,50,22,53,230,78,11,6,1,1
3272,1,63,16,25,22,36,167,60,11,0,0,0
3273,0,71,18,46,13,29,206,55,17,8,1,1
3274,0,28,9,25,7,16,90,33,8,4,0,0
3275,1,68,21,14,7,33,171,53,13,8,1,1
3276,0,23,4,34,12,10,84,26,7,6,0,0
3277,1,88,14,42,19,51,232,78,29,6,1,1
3278,0,35,8,13,3,26,91,32,10,4,0,0
3279,1,67,19,47,23,38,200,79,25,9,1,1
3280,0,62,15,36,23,42,175,58,23,9,0,0
3281,1,66,17,36,24,47,185,58,14,11,1,0
3282,0,68,24,9,24,36,169,59,11,4,0,0
3283,1,71,20,32,16,39,194,75,12,9,1,1
3284,0,35,8,21,10,21,99,34,12,4,0,0
3285,1,80,12,44,15,39,216,71,13,10,1,1
3286,1,45,11,26,7,30,127,30,3,6,0,1
3287,0,50,16,10,9,32,126,24,6,2,1,0
3288,0,42,12,16,14,25,112,30,7,3,0,0
3289,1,82,15,26,17,39,205,75,8,9,1,1
3290,1,36,10,19,6,23,101,42,7,6,1,1
3291,0,31,10,18,4,13,90,26,13,4,0,0
3292,1,52,7,18,10,27,129,43,5,5,0,0
3293,0,72,29,23,17,39,196,44,18,9,1,1
3294,1,94,34,38,14,58,260,78,12,12,1,1
3295,0,47,20,10,6,25,124,35,5,1,0,0
3296,0,44,8,18,8,27,114,26,8,1,0,0
3297,1,87,29,27,12,49,230,53,20,10,1,1
3298,0,43,15,10,11,25,111,26,12,5,0,0
3299,1,74,38,12,13,38,198,54,20,14,1,1
3300,1,91,34,24,19,64,240,69,12,13,1,1
3301,0,44,15,10,9,30,113,39,2,3,0,0
3302,1,64,23,26,22,40,177,48,10,8,0,1
3303,0,75,33,14,15,47,197,42,6,8,1,0
3304,0,76,20,25,9,32,197,52,12,15,0,1
3305,1,75,31,39,10,50,220,55,10,13,1,0
3306,1,62,25,26,15,49,175,59,9,2,1,0
3307,0,50,18,29,9,27,147,35,25,8,0,1
3308,1,88,19,18,17,49,213,66,18,6,0,1
3309,0,57,19,39,19,40,172,51,8,6,0,0
3310,0,58,29,23,11,29,168,48,4,6,1,1
3311,1,43,18,15,9,31,119,36,12,4,0,0
3312,1,88,26,35,13,49,237,54,28,2,1,1
3313,0,67,20,33,5,56,187,53,15,3,0,0
3314,0,43,11,14,11,29,111,32,8,1,1,0
3315,1,47,8,12,4,27,114,23,18,8,0,1
3316,1,64,16,29,14,33,173,88,16,5,1,1
3317,0,29,9,11,8,13,78,37,6,4,0,0
3318,1,93,34,34,20,62,254,73,10,2,1,0
3319,0,38,18,20,12,24,114,25,10,5,0,0
3320,1,51,17,16,13,33,135,41,14,7,1,1
3321,0,39,9,15,12,25,102,33,11,2,0,0
3322,1,48,12,20,13,28,128,32,6,8,1,1
3323,0,46,6,26,7,29,124,28,10,6,0,0
3324,1,74,42,36,11,48,226,68,14,10,1,1
3325,0,36,13,27,10,24,112,36,6,5,0,0
3326,1,73,14,40,12,39,200,59,16,9,0,1
3327,0,75,37,19,18,36,206,70,11,1,1,0
3328,0,41,15,9,17,27,106,37,8,1,0,0
3329,1,58,23,35,15,21,174,67,7,8,1,1
3330,0,98,24,20,29,54,240,52,14,5,1,1
3331,1,48,12,15,6,32,123,24,5,1,0,0
3332,1,48,20,13,12,39,129,37,11,4,1,1
3333,0,34,12,25,7,17,105,27,6,5,0,0
3334,1,74,21,40,18,36,209,49,11,10,1,1
3335,0,45,21,14,8,36,125,20,6,1,0,0
3336,1,77,22,15,8,40,191,66,8,9,1,1
3337,0,41,14,7,11,27,103,23,12,3,0,0
3338,0,70,15,45,30,42,200,69,24,15,1,1
3339,1,78,17,36,25,40,209,71,19,8,0,0
3340,1,61,15,38,8,46,175,60,11,6,1,1
3341,0,33,11,16,15,28,93,29,5,3,0,0
3342,0,39,14,12,6,23,104,23,6,2,0,0
3343,1,74,17,24,17,41,189,50,16,5,1,1
3344,0,38,12,10,9,22,98,31,9,4,0,0
3345,1,91,22,18,22,57,222,72,15,7,1,1
3346,1,67,21,36,17,31,191,61,11,13,1,1
3347,0,49,11,10,18,25,119,33,3,3,0,0
3348,1,37,12,21,9,20,107,36,9,4,1,0
3349,0,40,10,12,6,23,102,40,9,5,0,1
3350,0,65,31,44,13,41,205,57,6,7,0,1
3351,1,70,16,56,16,36,212,49,20,4,1,0
3352,1,85,26,31,24,56,227,75,5,2,1,0
3353,0,38,12,16,6,18,104,24,10,2,0,0
3354,1,87,16,33,19,56,223,79,8,8,1,0
3355,0,66,19,42,8,40,193,51,16,9,0,1
3356,0,64,20,24,19,35,172,42,13,17,0,1
3357,1,82,38,36,19,41,238,63,6,10,1,0
3358,0,39,14,13,8,26,105,30,3,6,0,0
3359,1,90,19,15,22,45,214,58,22,11,1,1
3360,1,36,10,23,12,26,105,33,9,3,0,0
3361,0,38,15,11,11,27,102,39,6,5,1,1
3362,0,38,9,19,5,20,104,39,6,6,0,0
3363,1,72,33,36,13,42,213,73,18,11,1,1
3364,1,68,26,23,14,50,185,57,13,5,1,1
3365,0,39,12,13,16,22,103,41,6,4,0,0
3366,1,88,30,31,8,51,237,69,16,12,1,1
3367,0,70,25,28,18,32,193,49,6,7,0,0
3368,1,51,19,14,7,28,135,31,11,10,1,1
3369,0,43,6,13,19,28,105,32,7,6,0,0
3370,0,68,30,42,10,39,208,59,8,16,1,1
3371,1,41,16,18,16,25,116,39,2,6,0,0
3372,1,90,24,29,10,48,233,61,11,2,1,0
3373,0,69,27,24,27,37,189,44,12,4,0,1
3374,0,41,11,12,10,24,105,34,7,6,0,0
3375,1,45,11,24,8,25,125,45,11,5,1,1
3376,1,72,28,55,17,36,227,69,14,21,1,1
3377,0,42,17,19,13,23,120,37,8,4,0,0
3378,0,34,15,7,12,25,90,38,5,3,0,0
3379,1,64,21,30,2,44,179,66,19,9,1,1
3380,0,37,8,18,10,22,100,34,7,4,0,0
3381,1,65,14,55,12,39,199,73,20,10,1,1
3382,1,76,22,16,17,44,190,62,17,8,0,0
3383,0,71,27,16,14,51,185,65,9,10,0,1
3384,0,30,7,15,5,13,82,28,8,9,0,1
3385,1,47,6,16,19,25,116,51,2,7,1,0
3386,0,29,10,9,9,17,77,37,3,4,0,0
3387,1,40,10,14,7,24,104,38,8,5,1,1
3388,0,41,9,8,19,15,99,31,11,5,0,0
3389,1,59,24,37,9,43,179,74,12,14,1,1
3390,1,80,21,30,17,45,211,62,24,9,1,1
3391,0,68,16,21,9,33,173,39,16,2,0,0
3392,1,72,22,42,20,40,208,53,12,2,1,1
3393,0,43,7,13,22,27,106,25,5,1,0,0
3394,1,71,12,32,9,44,186,52,15,13,1,1
3395,0,36,8,15,12,26,95,34,10,8,0,0
3396,1,39,21,15,8,30,114,43,10,6,1,0
3397,0,37,15,15,13,25,104,34,10,6,0,0
3398,1,84,36,28,22,52,232,73,10,6,1,1
3399,0,68,30,25,22,42,191,55,8,2,0,0
3400,0,44,10,23,19,23,121,37,5,7,0,0
3401,1,72,21,40,14,41,205,48,8,9,1,1
3402,1,79,25,27,17,34,210,51,22,3,1,1
3403,0,37,8,15,5,22,97,35,3,4,0,0
3404,1,46,13,17,9,25,122,36,9,6,0,0
3405,0,84,23,21,20,44,212,50,14,8,1,1
3406,1,81,32,43,25,62,237,84,18,6,1,1
3407,0,77,30,28,8,46,212,58,15,2,0,0
3408,1,62,24,48,24,38,196,73,6,12,1,1
3409,0,31,8,12,14,19,82,20,4,5,0,0
3410,1,44,12,18,14,35,118,46,6,7,1,1
3411,0,34,12,15,7,23,95,31,5,7,0,0
3412,1,50,16,15,5,33,131,35,12,2,0,0
3413,0,57,24,32,25,41,170,42,7,8,1,1
3414,1,85,30,19,19,49,219,74,13,6,1,1
3415,0,35,16,21,10,23,107,27,8,5,0,0
3416,1,36,13,29,5,24,114,40,6,4,0,0
3417,0,58,23,21,16,37,160,55,10,5,1,1
3418,0,79,29,27,15,43,214,43,21,2,1,1
3419,1,53,12,17,4,38,135,36,8,1,0,0
3420,0,84,14,36,16,47,218,34,24,6,1,1
3421,1,42,16,28,8,26,128,38,7,4,0,0
3422,1,67,24,25,19,51,183,59,27,10,1,1
3423,0,33,16,15,8,25,97,37,4,1,0,0
3424,1,99,29,12,18,59,239,69,12,13,1,1
3425,0,36,4,23,10,20,99,22,8,10,0,0
3426,1,85,24,32,3,57,226,69,6,11,0,1
3427,0,61,27,42,19,24,191,44,14,3,1,0
3428,1,45,12,20,10,30,122,36,7,3,1,0
3429,0,48,9,11,4,28,116,40,7,6,0,1
3430,0,78,34,8,8,48,198,58,16,8,1,0
3431,1,72,25,15,14,42,184,65,17,0,0,1
3432,1,81,26,29,30,47,217,63,12,13,1,1
3433,0,39,17,11,10,28,106,29,8,9,0,0
3434,0,39,7,14,8,22,99,26,9,5,0,0
3435,1,47,12,3,10,29,109,35,3,9,1,1
3436,0,34,13,16,9,24,97,21,9,2,0,0
3437,1,93,22,36,12,70,244,73,18,5,1,1
3438,0,61,9,33,11,30,164,45,19,0,0,0
3439,1,83,24,32,10,48,222,68,10,10,1,1
3440,1,94,21,30,17,53,239,67,11,6,0,1
3441,0,80,31,34,4,63,225,52,10,2,1,0
3442,0,70,15,4,28,36,159,41,12,9,0,0
3443,1,59,30,33,17,37,181,43,12,7,1,0
3444,1,48,12,15,12,24,123,30,8,4,1,0
3445,0,42,7,11,13,16,102,30,9,9,0,1
3446,1,86,34,28,18,58,234,57,15,12,1,1
3447,0,42,13,10,10,27,107,27,6,6,0,0
3448,1,97,26,46,19,74,266,64,5,5,1,0
3449,0,47,11,16,8,28,121,26,9,6,0,1
3450,0,39,10,10,15,23,98,27,7,6,0,0
3451,1,73,17,36,29,54,199,54,18,8,1,1
3452,0,64,15,24,13,30,167,58,13,6,0,0
3453,1,63,18,24,20,35,168,67,15,18,1,1
3454,0,46,16,16,10,38,124,31,8,3,0,0
3455,1,56,26,37,5,29,175,49,14,16,1,1
3456,0,40,11,8,14,24,99,37,6,3,1,1
3457,1,38,8,22,13,19,106,33,5,6,0,0
3458,0,67,18,36,27,28,188,46,17,14,1,1
3459,1,40,10,27,7,23,117,33,6,3,0,0
3460,1,80,30,20,12,28,210,72,14,14,1,1
3461,0,65,17,12,12,39,159,54,21,4,0,0
3462,0,36,12,20,7,25,104,26,11,1,0,0
3463,1,90,23,17,15,58,220,68,16,6,1,1
3464,1,38,12,28,13,23,116,41,8,5,1,1
3465,0,37,12,26,10,27,112,20,7,6,0,0
3466,1,41,16,10,6,32,108,42,7,4,1,1
3467,0,33,7,21,8,19,94,40,7,3,0,0
3468,1,79,18,62,28,44,238,67,20,4,1,1
3469,0,43,9,20,4,29,115,30,10,3,0,0
3470,1,55,19,37,13,42,166,75,10,8,1,1
3471,0,61,15,26,15,29,163,75,7,4,0,0
3472,1,77,15,35,21,42,204,88,21,1,0,0
3473,0,75,27,8,21,50,185,82,25,13,0,1
3474,1,41,10,29,6,25,121,32,10,4,0,0
3475,0,80,7,42,13,46,209,74,10,2,1,0
3476,1,87,22,20,11,47,216,79,9,11,1,1
3477,0,34,13,12,11,18,93,27,5,3,0,0
3478,0,41,11,12,8,26,105,36,7,8,0,0
3479,1,85,26,27,19,43,223,68,12,11,1,1
3480,1,65,27,11,10,31,168,64,10,7,1,1
3481,0,35,10,13,8,21,93,41,6,6,0,0
3482,1,44,11,24,11,22,123,27,14,4,0,0
3483,0,83,29,26,18,53,221,67,8,11,1,1
3484,0,33,10,17,10,24,93,34,6,5,0,0
3485,1,53,22,35,24,19,163,64,15,15,1,1
3486,0,82,35,28,17,32,227,60,18,4,0,0
3487,1,87,14,52,11,44,240,60,11,4,1,0
3488,0,58,18,9,20,33,143,49,12,6,1,1
3489,1,37,12,21,11,22,107,34,6,9,0,0
3490,0,39,7,25,15,19,110,32,8,4,0,0
3491,1,41,7,27,17,19,116,34,5,4,1,0
3492,0,47,17,16,9,32,127,33,6,2,0,0
3493,1,82,22,36,18,45,222,60,14,5,1,1
3494,1,37,14,25,12,28,113,37,7,4,1,0
3495,0,39,9,13,7,21,100,31,7,4,0,0
3496,1,44,15,13,8,31,116,35,13,6,0,0
3497,0,73,15,29,14,36,190,58,20,8,1,1
3498,1,52,20,13,9,38,137,38,7,9,0,0
3499,0,76,16,36,18,42,204,48,17,7,1,1
3500,0,82,20,34,15,46,218,57,17,5,1,1
3501,1,43,21,14,8,26,121,36,4,1,0,0
3502,0,37,13,14,5,22,101,34,8,6,0,0
3503,1,76,27,22,12,47,201,66,15,2,1,1
3504,0,86,38,22,9,48,232,67,7,8,1,1
3505,1,74,37,21,22,25,206,49,9,0,0,0
3506,0,40,21,11,3,31,112,28,9,4,0,0
3507,1,55,20,59,14,36,189,58,13,7,1,1
3508,0,31,15,21,13,25,98,26,5,4,0,0
3509,1,80,22,36,14,47,218,58,15,1,1,1
3510,1,73,26,16,26,45,188,53,25,13,1,1
3511,0,66,15,34,21,34,181,70,11,5,0,0
3512,0,31,13,28,7,23,103,39,8,7,0,0
3513,1,69,19,44,23,46,201,80,14,8,1,1
3514,1,87,27,28,12,48,229,82,9,6,1,1
3515,0,46,12,9,5,29,113,36,6,4,0,0
3516,1,78,20,35,16,38,211,66,12,4,1,1
3517,0,39,10,17,4,28,105,29,4,2,0,0
3518,1,56,33,16,12,44,161,58,8,5,1,1
3519,0,32,11,21,9,20,96,35,6,4,0,0
3520,1,82,18,32,17,46,214,48,21,15,1,1
3521,0,70,14,26,14,46,180,57,10,5,0,0
3522,1,39,17,21,7,29,116,47,8,4,1,1
3523,0,37,15,16,9,19,105,28,13,3,0,0
3524,0,75,20,10,18,48,180,48,14,7,1,1
3525,1,41,8,23,14,26,113,31,8,7,0,0
3526,1,37,14,12,9,26,100,43,8,8,1,1
3527,0,32,4,18,8,20,86,29,11,5,0,0
3528,0,39,14,20,8,22,112,30,7,4,0,0
3529,1,42,13,17,19,22,114,33,8,2,0,1
3530,1,38,15,18,13,27,109,37,8,10,0,0
3531,0,72,16,36,25,51,196,70,13,14,1,1
3532,0,62,18,17,14,28,159,51,19,3,0,0
3533,1,71,21,19,14,32,182,64,22,18,1,1
3534,0,67,10,34,13,36,178,61,5,4,0,0
3535,1,81,18,31,17,47,211,75,11,11,1,1
3536,1,92,38,33,15,42,255,79,6,6,1,1
3537,0,54,15,24,15,25,147,40,11,5,0,0
3538,0,39,6,11,14,21,95,35,5,3,0,0
3539,1,70,30,18,16,42,188,58,16,11,1,1
3540,0,41,4,19,10,22,105,29,13,4,0,0
3541,1,49,13,8,10,26,119,39,6,7,1,1
3542,1,41,14,21,10,28,117,37,7,7,1,1
3543,0,37,10,15,8,19,99,36,6,5,0,0
3544,0,80,24,22,25,41,206,54,6,5,0,0
3545,1,77,33,32,11,49,219,67,7,12,1,1
3546,0,68,27,23,8,46,186,63,5,11,0,0
3547,1,102,24,18,27,70,246,61,15,12,1,1
3548,0,45,12,11,11,27,113,29,8,3,0,0
3549,1,100,48,14,16,69,262,92,6,10,1,1
3550,0,38,14,13,11,24,103,31,11,4,0,0
3551,1,41,21,9,9,27,112,38,8,10,1,1
3552,1,34,12,20,7,27,100,33,5,7,1,0
3553,0,36,11,14,5,17,97,33,5,9,0,0
3554,0,36,8,18,6,22,98,32,5,7,0,0
3555,1,61,13,38,22,26,173,56,8,5,1,1
3556,0,62,21,30,31,44,175,59,6,8,0,0
3557,1,86,24,16,16,49,212,59,9,12,1,1
3558,0,66,34,40,11,48,206,52,16,6,1,1
3559,1,47,10,24,11,28,128,42,9,3,0,0
3560,1,71,25,36,16,39,203,45,11,11,1,1
3561,0,60,13,49,11,46,182,56,9,6,0,0
3562,1,75,14,19,20,38,183,71,20,14,1,1
3563,0,39,11,10,9,27,99,28,8,4,0,0
3564,1,85,18,41,17,50,229,67,10,4,1,1
3565,0,63,31,31,26,39,188,55,7,10,0,0
3566,0,37,8,12,10,21,94,35,6,4,0,0
3567,1,42,11,8,12,28,103,34,8,7,1,1
3568,1,41,18,22,10,27,122,40,4,3,1,1
3569,0,33,16,15,10,24,97,29,6,2,0,0
3570,0,44,11,12,5,29,111,36,8,9,0,1
3571,1,45,15,11,11,25,116,26,7,8,1,0
3572,0,62,25,17,15,37,166,44,14,9,0,0
3573,1,83,33,26,22,38,225,65,13,9,1,0
3574,1,95,32,31,28,53,253,76,10,12,1,1
3575,0,38,12,20,6,24,108,31,6,2,0,0
3576,1,85,22,20,22,36,212,75,21,20,1,1
3577,0,43,10,11,9,26,107,35,13,8,0,0
3578,1,42,13,15,9,18,112,40,3,5,0,0
3579,0,72,21,34,20,37,199,68,17,6,1,1
3580,0,72,14,33,13,32,191,54,9,5,1,1
3581,1,40,10,20,12,21,110,30,5,6,0,0
3582,1,87,33,31,9,41,238,70,18,5,1,1
3583,0,39,7,16,6,22,101,34,6,6,0,0
3584,0,69,21,27,31,38,186,53,9,3,1,1
3585,1,45,24,21,9,31,135,36,3,6,0,0
3586,0,64,12,22,23,26,162,69,16,2,0,0
3587,1,72,41,19,18,45,204,75,10,9,1,1
3588,0,67,17,45,13,40,196,63,19,0,0,0
3589,1,70,34,27,14,43,201,58,24,17,1,1
3590,0,85,29,23,10,63,222,63,5,14,0,1
3591,1,82,38,26,20,39,228,57,6,13,1,0
3592,1,61,13,58,32,24,193,62,21,7,0,0
3593,0,66,16,39,13,51,187,70,15,14,1,1
3594,0,45,17,12,7,24,119,31,4,0,0,0
3595,1,53,19,16,5,28,141,33,6,4,1,1
3596,1,62,25,30,21,31,179,79,10,5,1,1
3597,0,33,8,11,2,16,85,37,4,6,0,0
3598,1,39,18,14,6,30,110,36,6,7,0,0
3599,0,76,28,20,18,56,200,60,18,6,1,1
3600,0,78,16,14,28,33,186,70,8,8,1,0
3601,1,38,20,13,13,26,109,36,9,10,0,1
3602,1,69,26,52,26,38,216,63,6,7,1,1
3603,0,33,11,34,7,19,111,29,6,4,0,0
3604,1,84,26,36,12,62,230,62,10,7,1,1
3605,0,39,12,18,5,29,108,28,7,4,0,0
3606,0,31,5,19,10,24,86,27,11,4,0,0
3607,1,73,12,33,18,44,191,65,25,5,1,1
3608,1,72,36,20,15,47,200,60,16,16,0,1
3609,0,86,36,14,28,48,222,64,14,5,1,0
3610,0,37,17,10,7,26,101,40,5,9,0,1
3611,1,39,10,19,14,30,107,36,12,3,1,0
3612,1,83,26,9,21,44,201,39,13,14,1,1
3613,0,39,12,18,6,30,108,31,7,7,0,0
3614,0,42,12,9,11,29,105,29,7,5,0,0
3615,1,77,35,27,17,40,216,67,13,17,1,1
3616,1,78,17,16,17,44,189,71,6,6,1,1
3617,0,37,12,14,7,20,100,31,5,4,0,0
3618,0,81,24,24,17,51,210,58,5,2,1,0
3619,1,73,21,23,25,40,190,58,9,6,0,1
3620,1,87,21,39,12,49,234,53,17,4,1,1
3621,0,64,18,44,16,28,190,52,10,4,0,0
3622,0,66,28,20,26,41,180,60,18,12,0,1
3623,1,70,31,12,18,53,183,57,13,18,1,0
3624,1,50,18,11,10,29,129,31,7,7,1,1
3625,0,36,13,22,10,26,107,30,8,6,0,0
3626,0,68,20,37,15,35,193,50,4,7,1,1
3627,1,42,9,19,8,20,112,34,2,5,0,0
3628,1,76,21,18,18,42,191,77,20,8,1,1
3629,0,34,11,15,10,16,94,40,7,4,0,0
3630,0,37,9,15,7,20,98,29,11,2,1,0
3631,1,41,7,11,7,16,100,37,4,9,0,1
3632,0,41,8,14,11,28,104,37,6,3,0,0
3633,1,46,10,18,4,29,120,37,9,7,1,1
3634,0,69,17,40,24,43,195,48,28,3,1,0
3635,1,75,33,25,21,39,208,63,15,14,0,1
3636,0,33,10,16,7,19,92,36,9,5,0,0
3637,1,71,17,15,9,43,174,71,8,5,1,0
3638,0,34,13,16,16,16,97,36,8,3,0,0
3639,1,63,15,45,42,33,186,56,28,4,1,1
3640,0,63,23,35,3,35,184,50,12,6,0,0
3641,1,90,27,20,29,52,227,64,12,5,1,0
3642,1,65,20,32,15,42,182,83,15,9,1,1
3643,0,34,11,14,10,19,93,41,5,4,0,0
3644,1,81,17,33,24,35,212,63,14,21,1,1
3645,0,39,14,25,12,17,117,33,3,6,0,0
3646,0,72,26,24,24,37,194,62,10,18,1,1
3647,1,41,16,17,8,30,115,39,8,2,0,0
3648,1,75,20,44,12,61,214,86,20,14,1,1
3649,0,40,14,13,17,23,107,34,10,10,0,0
3650,1,38,15,27,9,26,118,34,6,6,1,1
3651,0,35,11,23,11,21,104,28,5,6,0,0
3652,0,44,6,8,8,33,102,31,8,5,0,0
3653,1,46,16,8,10,28,116,29,9,8,1,1
3654,0,40,11,19,10,28,110,32,9,5,0,0
3655,1,78,22,30,10,55,208,66,15,7,1,1
3656,1,96,35,16,21,49,243,62,8,4,1,0
3657,0,74,21,34,10,35,203,53,16,6,0,1
3658,1,74,20,28,24,44,196,70,14,10,1,1
3659,0,49,14,18,9,25,130,52,6,7,0,0
3660,1,100,32,18,15,60,250,69,20,6,1,1
3661,0,38,9,21,10,17,106,37,8,4,0,0
3662,1,47,18,20,4,29,132,33,9,6,1,1
3663,0,47,10,11,12,24,115,29,5,4,0,0
3664,0,29,7,10,6,17,75,34,5,5,0,0
3665,1,62,33,23,14,52,180,69,10,6,1,1
3666,0,44,12,24,7,32,124,30,11,6,0,0
3667,1,97,18,17,15,56,229,72,7,9,1,1
3668,1,65,18,27,16,45,175,75,12,10,1,0
3669,0,64,22,28,10,34,178,54,26,10,0,0
3670,0,65,22,20,16,50,172,64,6,6,1,0
3671,1,38,5,22,15,23,103,35,10,6,0,0
3672,0,73,26,30,10,59,202,45,18,1,1,0
3673,1,85,24,28,22,46,222,73,10,2,0,1
3674,1,42,14,16,9,24,114,41,6,6,0,0
3675,0,63,17,24,22,41,167,53,9,1,1,1
3676,0,61,16,30,13,31,168,46,17,4,0,0
3677,1,76,38,36,8,40,226,78,12,8,1,1
3678,1,87,26,38,24,50,238,65,12,6,1,1
3679,0,39,13,17,6,22,108,25,5,8,0,0
3680,0,40,9,12,5,29,101,31,7,7,0,0
3681,1,72,27,36,10,40,207,65,20,14,1,1
3682,0,34,11,8,11,23,87,37,7,4,0,0
3683,1,64,20,36,16,44,184,68,10,8,1,1
3684,0,64,20,34,21,39,182,49,15,6,0,0
3685,1,82,28,28,13,43,220,66,26,12,1,1
3686,0,73,10,36,13,38,192,59,18,7,1,1
3687,1,54,26,30,18,29,164,51,14,8,0,0
3688,1,36,14,16,9,25,102,31,9,8,0,0
3689,0,66,20,22,11,34,174,56,13,10,1,1
3690,1,39,14,21,19,19,113,45,2,6,1,0
3691,0,35,16,17,7,21,103,28,13,7,0,1
3692,0,43,11,19,18,27,116,32,6,4,0,0
3693,1,85,22,31,8,44,223,52,12,14,1,1
3694,0,39,11,17,11,22,106,32,7,5,0,0
3695,1,43,10,24,14,24,120,40,9,2,1,1
3696,1,84,39,4,26,60,211,77,14,9,1,1
3697,0,30,13,16,11,22,89,32,11,5,0,0
3698,0,34,10,16,4,26,94,36,5,3,0,0
3699,1,76,30,34,24,51,216,85,22,15,1,1
3700,1,45,12,18,10,31,120,38,8,5,1,0
3701,0,62,9,8,7,45,141,55,10,8,0,1
3702,1,68,22,18,12,48,176,49,10,10,1,0
3703,0,66,20,24,25,33,176,60,12,7,0,1
3704,0,36,15,22,12,23,109,34,7,3,0,0
3705,1,76,26,48,9,55,226,62,18,12,1,1
3706,0,41,12,16,12,26,110,43,7,7,0,1
3707,1,45,5,20,12,20,115,36,17,5,0,0
3708,1,88,24,32,14,54,232,80,6,13,1,1
3709,0,49,13,18,11,25,129,35,8,6,0,0
3710,1,78,30,15,17,58,201,62,15,12,1,1
3711,0,37,12,16,10,26,102,30,6,1,0,0
3712,1,43,8,20,11,27,114,33,16,3,1,0
3713,0,38,10,11,9,29,97,39,7,6,0,1
3714,1,72,35,29,21,47,208,69,15,8,1,1
3715,0,38,12,20,5,21,108,34,6,6,0,0
3716,1,89,24,26,10,45,228,63,17,12,1,1
3717,0,38,8,19,5,22,103,29,7,6,0,0
3718,1,82,24,10,8,38,198,86,12,4,1,0
3719,0,56,23,17,13,21,152,55,12,5,0,0
3720,0,35,15,18,11,19,103,27,6,3,0,0
3721,1,100,29,34,11,60,263,66,21,16,1,1
3722,1,94,21,34,7,48,243,89,14,8,1,1
3723,0,60,36,21,20,30,177,53,17,5,0,0
3724,1,80,31,22,22,43,213,74,19,3,1,1
3725,0,36,10,12,6,24,94,32,8,5,0,0
3726,0,26,11,14,7,19,77,31,5,4,0,0
3727,1,47,15,21,10,26,130,43,14,8,1,1
3728,0,43,7,13,7,26,106,34,5,3,0,0
3729,1,57,20,41,10,25,175,59,10,7,1,1
3730,0,29,9,14,12,20,81,31,4,4,0,0
3731,1,74,33,32,9,56,213,60,20,16,1,1
3732,0,35,10,21,5,25,101,30,7,4,0,0
3733,1,85,29,23,8,65,222,65,10,5,1,1
3734,0,35,12,31,6,17,113,30,7,5,0,0
3735,1,63,22,40,12,46,188,59,13,10,1,1
3736,0,30,8,17,12,17,85,34,4,6,0,0
3737,1,89,34,17,28,39,229,72,21,6,1,1
3738,1,88,20,34,23,57,230,66,19,4,1,1
3739,0,49,17,13,12,31,128,28,7,4,0,0
3740,1,52,12,23,11,27,139,33,10,6,1,1
3741,0,48,10,27,18,22,133,28,6,6,0,0
3742,0,32,2,25,9,11,91,30,5,4,0,0
3743,1,92,49,15,12,58,248,80,19,8,1,1
3744,1,75,20,33,24,34,203,64,14,7,1,1
3745,0,57,9,19,14,20,142,55,6,3,0,0
3746,1,60,24,66,15,38,210,65,19,4,1,1
3747,0,43,10,15,9,25,111,36,12,6,0,0
3748,1,72,34,17,20,50,195,53,20,9,1,1
3749,0,32,10,12,9,23,86,33,3,5,0,0
3750,0,84,21,12,8,54,201,58,6,3,1,1
3751,1,43,8,21,6,29,115,34,4,3,0,0
3752,1,77,15,41,36,49,210,62,9,10,1,1
3753,0,42,13,12,10,27,109,26,11,4,0,0
3754,0,41,16,17,9,25,115,39,3,3,0,0
3755,1,42,16,22,16,26,122,39,12,9,1,1
3756,1,77,27,14,23,45,195,68,19,5,1,1
3757,0,58,9,27,13,28,152,53,15,12,0,0
3758,1,78,31,24,15,54,211,69,12,20,1,1
3759,0,63,16,29,27,42,171,59,8,11,0,0
3760,1,80,20,38,21,50,218,60,11,10,1,1
3761,0,64,26,29,10,32,183,51,12,5,0,0
3762,1,82,46,12,20,44,222,68,4,4,1,0
3763,0,54,16,24,24,31,148,50,4,6,0,0
3764,0,43,17,27,5,28,130,33,6,3,0,0
3765,1,82,33,50,12,47,247,57,18,6,1,1
3766,1,38,12,28,15,22,116,36,10,4,1,1
3767,0,39,9,19,10,27,106,32,9,8,0,0
3768,1,49,13,21,13,32,132,37,10,7,1,1
3769,0,41,5,21,13,17,108,29,10,6,0,0
3770,1,45,12,23,7,29,125,40,5,4,1,1
3771,0,35,5,26,8,22,101,30,4,3,0,0
3772,1,44,7,8,6,22,103,39,11,9,0,0
3773,0,59,22,26,22,38,166,62,13,5,1,1
3774,1,83,40,28,15,47,234,56,14,9,1,1
3775,0,37,12,21,16,24,107,33,7,7,0,0
3776,0,53,23,26,6,31,155,48,9,11,0,0
3777,1,55,17,40,13,27,167,49,20,6,1,1
