,outcome,sumfg,sumfg3,sumft,sumorb,sumast,sumpts,sumdrb,sumstl,sumblk,Offensive Effort,Defensive Effort
3778,1,107,26,14,24,62,254,57,10,10,1,1
3779,0,44,15,16,7,27,119,23,4,2,0,0
3780,1,46,15,15,12,28,122,30,6,5,0,0
3781,0,80,26,32,11,45,218,65,14,2,1,1
3782,1,44,14,11,14,28,113,43,9,5,1,0
3783,0,38,9,12,6,20,97,27,15,12,0,1
3784,1,82,31,48,12,44,243,70,10,10,1,1
3785,0,72,21,56,26,30,221,66,8,9,0,0
3786,1,82,31,25,13,54,220,54,20,3,0,1
3787,0,82,25,19,13,66,208,51,18,8,0,0
3788,1,63,32,26,17,49,184,59,14,9,1,1
3789,0,36,5,24,15,17,101,27,13,3,0,0
3790,0,89,19,24,21,48,221,60,10,6,0,0
3791,1,84,31,30,17,52,229,72,8,8,1,1
3792,1,60,25,25,30,41,170,66,10,13,1,1
3793,0,55,29,19,9,35,158,54,11,5,0,0
3794,1,90,34,30,20,64,244,65,19,14,1,1
3795,0,38,6,29,17,23,111,23,9,2,0,0
3796,1,73,13,32,18,49,191,68,18,11,1,1
3797,0,38,6,14,11,23,96,31,11,4,0,0
3798,0,66,20,34,22,32,186,70,8,10,1,1
3799,1,38,17,9,10,21,102,39,7,5,0,0
3800,1,55,14,17,7,32,141,28,6,7,1,0
3801,0,48,10,31,13,30,137,29,7,2,0,1
3802,1,43,15,12,11,27,113,31,12,5,0,0
3803,0,37,16,12,11,29,102,35,4,5,0,0
3804,0,44,12,16,11,22,116,28,11,3,0,0
3805,1,79,34,27,9,59,219,53,14,5,1,1
3806,1,78,19,30,32,31,205,86,13,10,1,1
3807,0,76,18,18,10,22,188,60,7,7,0,0
3808,1,86,34,26,30,46,232,81,12,16,1,1
3809,0,68,22,22,26,28,180,73,15,2,0,0
3810,1,79,35,19,14,51,212,49,10,2,1,0
3811,0,68,12,45,17,37,193,48,11,12,0,1
3812,0,63,23,39,16,43,188,50,15,6,0,0
3813,1,63,18,58,17,42,202,55,21,15,0,1
3814,1,48,13,20,9,35,129,35,8,3,1,1
3815,0,40,13,9,11,28,102,33,5,5,0,0
3816,1,44,8,17,7,24,113,36,7,4,1,0
3817,0,38,7,18,6,20,101,32,9,4,0,0
3818,1,47,12,16,12,35,122,37,5,3,1,0
3819,0,42,11,18,15,19,113,26,10,4,0,1
3820,0,64,22,23,15,25,173,55,5,9,0,0
3821,1,76,21,39,22,37,212,70,8,5,1,1
3822,1,84,14,36,12,49,218,60,14,6,1,1
3823,0,41,13,13,8,25,108,30,6,1,0,0
3824,1,80,31,56,16,52,247,62,14,8,1,1
3825,0,47,15,27,9,30,136,28,14,0,0,0
3826,1,79,26,36,15,57,220,63,9,7,1,1
3827,0,43,9,24,11,33,119,27,10,2,0,0
3828,0,41,11,14,8,27,107,33,15,3,0,1
3829,1,70,10,29,15,52,179,60,8,1,1,0
3830,0,39,12,19,12,28,109,29,3,6,0,0
3831,1,89,35,20,7,59,233,57,19,7,1,1
3832,1,44,19,20,13,35,127,36,4,10,0,0
3833,0,80,27,32,24,36,219,64,17,6,1,1
3834,1,39,4,19,10,22,101,46,11,7,0,0
3835,0,54,20,23,7,35,151,71,15,8,1,1
3836,0,83,27,37,17,63,230,54,13,9,0,1
3837,1,76,27,47,19,33,226,58,11,8,0,0
3838,1,38,11,24,11,26,111,38,8,10,0,1
3839,0,38,6,24,12,23,106,38,3,8,0,0
3840,0,63,10,49,17,36,185,64,12,16,0,1
3841,1,83,37,21,19,58,224,59,21,6,1,0
3842,0,39,15,22,7,27,115,25,11,5,0,0
3843,1,53,17,12,5,29,135,34,12,11,1,1
3844,1,49,14,13,9,31,125,36,13,5,1,1
3845,0,41,13,14,13,25,109,32,8,3,0,0
3846,0,38,8,9,6,21,93,39,3,4,0,0
3847,1,76,23,27,26,43,202,55,22,16,1,1
3848,1,104,34,11,9,61,253,75,15,6,1,1
3849,0,62,14,32,11,47,170,67,3,1,0,0
3850,0,37,9,20,9,25,103,29,9,6,0,0
3851,1,77,22,32,28,26,208,67,10,16,1,1
3852,0,42,14,14,4,23,112,34,8,4,0,0
3853,1,70,31,53,17,39,224,70,14,8,1,1
3854,1,61,31,20,11,43,173,51,14,2,1,1
3855,0,37,15,12,6,28,101,32,5,5,0,0
3856,0,41,13,14,9,29,109,27,7,5,0,0
3857,1,44,7,21,14,30,116,36,9,3,1,1
3858,0,90,26,28,22,50,234,52,10,6,1,0
3859,1,45,8,21,10,20,119,31,10,7,0,0
3860,1,64,12,36,18,30,176,72,7,11,0,1
3861,0,56,12,29,25,42,153,63,10,7,0,0
3862,0,46,15,17,12,33,124,19,12,4,0,0
3863,1,95,30,28,11,62,248,53,8,9,1,1
3864,1,52,13,15,15,35,132,38,5,10,0,0
3865,0,85,10,24,35,49,204,41,21,10,1,1
3866,0,47,15,8,8,30,117,30,10,8,1,1
3867,1,40,16,25,3,27,121,33,7,6,0,0
3868,1,55,17,31,16,30,158,54,17,4,1,1
3869,0,33,11,19,5,19,96,35,8,7,0,0
3870,1,87,36,22,22,52,232,82,16,13,1,1
3871,0,32,8,15,7,19,87,30,8,6,0,0
3872,1,76,23,24,12,38,199,45,23,7,1,1
3873,0,68,18,21,13,35,175,59,9,6,0,0
3874,0,67,17,29,21,30,180,63,14,5,0,0
3875,1,64,21,31,11,42,180,58,16,6,1,1
3876,0,69,13,35,19,40,186,54,14,3,1,1
3877,1,39,18,20,4,23,116,32,11,3,0,0
3878,0,36,5,13,8,23,90,32,8,3,0,0
3879,1,67,18,21,17,50,173,70,14,11,1,1
3880,1,42,6,27,9,24,117,42,8,5,1,1
3881,0,39,10,22,8,21,110,26,14,3,0,0
3882,0,65,23,27,6,41,180,45,7,13,1,0
3883,1,64,8,32,22,28,168,50,22,14,0,1
3884,0,36,5,20,11,15,97,33,6,2,0,0
3885,1,48,10,14,12,30,120,35,6,5,1,1
3886,0,44,17,15,12,32,120,39,9,3,0,0
3887,1,88,48,19,24,56,243,56,26,6,1,1
3888,0,77,30,46,17,39,230,57,4,6,1,0
3889,1,78,16,41,14,53,213,59,13,6,0,1
3890,0,36,9,12,12,22,93,33,5,3,0,0
3891,1,62,29,32,12,41,185,50,14,4,1,1
3892,0,44,9,18,9,14,115,33,9,5,0,0
3893,1,86,26,34,8,62,232,76,20,10,1,1
3894,1,85,30,37,21,55,237,84,16,6,1,1
3895,0,30,13,24,11,16,97,33,13,12,0,0
3896,0,59,17,29,15,44,164,53,25,4,0,0
3897,1,74,25,34,18,47,207,76,19,4,1,0
3898,1,68,23,28,16,51,187,64,8,8,0,0
3899,0,73,29,19,16,45,194,62,9,9,0,1
3900,1,67,23,22,11,38,179,41,12,3,1,1
3901,0,42,10,9,6,16,103,36,7,4,0,0
3902,0,36,14,10,15,13,96,35,8,1,0,0
3903,1,61,31,31,17,33,184,69,9,12,1,1
3904,0,41,17,7,7,23,106,33,7,6,0,0
3905,1,44,12,15,13,29,115,33,8,10,1,1
3906,0,34,16,6,10,23,90,28,8,5,0,0
3907,1,37,13,16,9,27,103,38,9,7,1,1
3908,1,87,29,20,22,55,223,60,7,14,1,1
3909,0,70,24,29,7,57,193,44,13,13,0,0
3910,0,37,7,17,11,17,98,35,5,4,0,0
3911,1,65,14,30,23,18,174,53,13,3,1,1
3912,0,48,10,18,16,22,124,31,12,6,0,0
3913,1,50,15,17,11,28,132,37,10,6,1,0
3914,1,85,23,26,16,49,219,74,8,6,1,0
3915,0,74,26,27,13,47,201,59,13,6,0,0
3916,1,82,33,32,13,51,229,81,25,6,1,1
3917,0,34,15,22,10,22,105,37,13,7,0,0
3918,0,40,6,20,9,25,106,40,3,5,0,0
3919,1,70,28,17,18,29,185,63,9,8,1,1
3920,1,52,24,19,9,39,147,32,12,6,1,1
3921,0,44,7,14,17,22,109,33,6,2,0,0
3922,0,80,8,54,20,41,222,52,12,5,1,0
3923,1,66,21,28,6,41,181,40,15,14,0,1
3924,0,42,9,18,5,22,111,25,17,8,0,0
3925,1,79,13,36,21,41,207,63,20,4,1,1
3926,0,38,17,19,12,26,112,29,6,7,0,0
3927,1,41,14,21,13,21,117,41,8,5,1,1
3928,0,71,28,32,10,45,202,51,9,6,0,0
3929,1,82,29,17,24,45,210,64,16,1,1,1
3930,0,35,10,21,8,21,101,31,11,2,0,0
3931,1,47,17,8,9,33,119,38,9,5,1,1
3932,1,75,23,17,14,55,190,70,6,11,0,1
3933,0,77,20,23,18,51,197,44,23,3,1,0
3934,1,90,27,24,19,49,231,56,15,8,1,1
3935,0,43,14,14,4,22,114,28,7,4,0,0
3936,1,90,42,30,14,70,252,55,24,9,1,1
3937,0,44,12,15,8,26,115,29,12,3,0,0
3938,0,45,13,12,13,34,115,33,3,1,0,0
3939,1,77,29,37,11,52,220,63,14,7,1,1
3940,0,77,28,27,19,60,209,59,11,14,1,1
3941,1,64,21,20,13,31,169,56,6,6,0,0
3942,1,38,10,24,15,22,110,39,13,7,1,0
3943,0,39,7,19,18,19,104,38,13,8,0,0
3944,1,85,15,53,34,39,238,68,21,6,1,1
3945,0,38,11,12,8,23,99,27,7,3,0,0
3946,0,75,27,38,14,62,215,51,22,10,1,1
3947,1,42,15,20,10,30,119,35,8,2,0,0
3948,0,66,33,19,13,51,184,64,10,5,1,0
3949,1,60,28,28,17,41,176,61,25,14,0,1
3950,1,78,22,27,16,42,205,54,18,11,1,1
3951,0,45,7,9,14,30,106,35,7,9,0,0
3952,0,35,8,24,6,20,102,29,8,4,0,0
3953,1,41,14,17,8,24,113,34,6,10,1,1
3954,0,41,13,16,14,23,111,29,13,3,0,0
3955,1,68,29,32,15,31,197,69,7,7,1,1
3956,0,40,7,28,11,26,115,45,11,7,0,0
3957,1,75,8,42,5,43,200,69,8,7,1,0
3958,1,79,26,28,27,33,212,55,16,4,1,1
3959,0,41,17,15,8,22,114,32,6,2,0,0
3960,1,41,16,8,4,30,106,34,6,2,1,1
3961,0,39,12,6,11,27,96,33,6,1,0,0
3962,1,84,22,33,20,48,223,75,13,15,1,1
3963,0,73,41,16,12,58,203,57,19,6,0,0
3964,1,91,29,18,12,59,229,63,18,4,1,1
3965,0,73,28,39,25,53,213,59,14,1,0,0
3966,0,69,12,14,29,31,164,61,14,4,1,1
3967,1,45,12,9,5,23,111,41,10,9,0,0
3968,0,37,9,17,9,19,100,36,7,6,0,0
3969,1,76,15,21,15,40,188,57,18,7,1,1
3970,1,79,26,47,20,39,231,56,14,11,1,1
3971,0,45,10,17,8,33,117,33,7,5,0,0
3972,1,39,18,13,7,26,109,39,6,8,0,0
3973,0,68,19,35,25,34,190,63,13,4,1,1
3974,0,78,32,26,20,30,214,64,6,16,1,1
3975,1,44,11,22,10,22,121,32,11,3,0,0
3976,1,81,40,23,14,57,225,70,11,5,1,1
3977,0,36,17,16,6,27,105,31,6,7,0,0
3978,0,78,34,24,16,52,214,60,20,12,0,1
3979,1,69,27,26,27,53,191,67,16,2,1,0
3980,0,41,6,24,20,25,112,32,6,4,0,0
3981,1,65,18,28,22,39,176,60,12,9,1,1
3982,1,42,16,14,10,26,114,33,7,7,1,1
3983,0,41,11,17,9,28,110,27,10,5,0,0
3984,0,37,14,18,9,22,106,37,6,8,0,1
3985,1,37,17,21,16,23,112,31,9,5,1,0
3986,0,59,16,26,6,40,160,67,13,6,1,1
3987,1,41,11,9,9,30,102,31,11,8,0,0
3988,1,98,29,40,24,53,265,84,10,11,0,1
3989,0,102,34,36,20,65,274,74,30,6,1,0
3990,0,42,5,16,9,24,105,30,9,8,0,1
3991,1,42,10,15,10,25,109,34,8,5,1,0
3992,0,34,8,18,14,20,94,40,4,7,0,0
3993,1,36,8,29,9,27,109,48,4,4,1,0
3994,0,64,23,31,7,30,182,43,18,1,0,0
3995,1,67,25,13,3,45,172,66,7,8,1,1
3996,0,33,9,16,6,20,91,35,8,3,0,0
3997,1,72,32,8,21,53,184,70,13,8,1,1
3998,0,92,21,36,16,38,241,77,13,5,0,0
3999,1,92,32,18,16,43,234,67,13,8,0,0
4000,1,34,14,25,6,15,107,39,2,5,0,0
4001,0,61,23,16,17,42,161,52,17,9,1,1
4002,0,36,13,22,9,23,107,39,6,2,0,0
4003,1,72,20,27,10,57,191,51,16,3,1,1
4004,1,68,18,49,29,37,203,77,12,4,1,1
4005,0,34,8,20,6,13,96,34,11,3,0,0
4006,1,95,28,42,19,59,260,63,13,4,1,1
4007,0,51,12,15,7,28,129,30,5,2,0,0
4008,0,39,16,3,11,26,97,28,6,3,0,0
4009,1,65,34,17,18,31,181,38,7,10,1,1
4010,1,81,21,22,15,45,205,63,6,4,0,0
4011,0,84,28,28,26,44,224,58,14,8,1,1
4012,1,51,18,14,12,34,134,38,5,9,0,1
4013,0,44,18,14,13,28,120,26,10,3,0,0
4014,0,39,13,14,7,27,105,34,6,4,0,1
4015,1,45,16,15,9,27,121,32,8,1,1,0
4016,1,90,30,38,22,49,248,61,16,4,1,1
4017,0,40,13,24,7,30,117,35,2,2,0,0
4018,0,35,10,9,12,17,89,38,7,5,0,0
4019,1,62,29,19,14,40,172,80,12,6,1,1
4020,1,46,14,16,14,30,122,33,13,7,1,1
4021,0,48,9,11,17,26,116,38,8,3,0,0
4022,1,65,25,44,12,45,199,54,7,8,1,0
4023,0,72,24,32,22,35,200,62,12,16,0,1
4024,0,84,22,32,15,55,222,44,18,5,1,1
4025,1,74,31,24,12,46,203,58,14,3,0,0
4026,0,64,21,28,19,42,177,51,13,12,0,0
4027,1,72,25,35,19,52,204,44,14,15,1,1
4028,1,71,21,30,27,43,193,53,13,8,1,1
4029,0,68,22,22,12,31,180,59,11,4,0,0
4030,0,46,15,18,9,30,125,25,7,4,1,0
4031,1,43,17,25,4,29,128,29,7,5,0,1
4032,1,71,25,32,16,53,199,64,14,2,1,1
4033,0,31,10,15,7,21,87,31,1,7,0,0
4034,0,69,26,35,20,36,199,68,6,11,1,1
4035,1,39,18,18,9,23,114,39,7,8,0,0
4036,0,40,15,19,10,22,114,34,15,5,0,0
4037,1,65,20,56,20,42,206,81,22,7,1,1
4038,1,55,19,37,20,36,166,72,14,3,1,0
4039,0,64,9,13,20,28,150,48,18,4,0,1
4040,1,43,14,8,11,30,108,39,8,2,1,1
4041,0,35,8,13,7,30,91,31,5,3,0,0
4042,1,77,17,52,18,45,223,58,22,10,0,1
4043,0,79,19,24,18,47,201,49,11,6,1,0
4044,1,84,36,28,12,63,232,74,12,14,1,1
4045,0,71,24,18,13,43,184,42,13,5,0,0
4046,1,50,12,23,12,34,135,46,2,3,1,0
4047,0,36,13,15,13,13,100,27,6,6,0,1
4048,0,35,8,13,9,15,91,34,2,5,0,0
4049,1,37,11,21,11,28,106,32,12,7,1,1
4050,1,80,29,30,15,44,219,58,24,4,1,1
4051,0,66,21,26,11,46,179,44,17,10,0,0
4052,0,76,34,22,30,42,208,78,12,12,1,1
4053,1,71,22,46,10,49,210,73,23,11,0,0
4054,1,40,14,14,15,26,108,23,7,1,1,0
4055,0,41,10,10,11,27,102,36,4,1,0,0
4056,0,63,24,28,12,43,178,57,14,14,1,1
4057,1,45,15,13,7,40,118,45,8,4,0,0
4058,0,36,13,19,9,24,104,38,7,5,0,0
4059,1,63,21,36,20,41,183,74,16,5,1,1
4060,0,39,10,21,14,18,109,26,12,7,0,0
4061,1,91,36,28,20,46,246,70,12,9,1,1
4062,1,104,18,34,16,66,260,62,14,10,1,1
4063,0,73,24,33,25,46,203,55,10,5,0,0
4064,1,73,24,38,20,52,208,81,6,3,1,0
4065,0,62,24,24,9,37,172,42,17,6,0,1
4066,1,86,29,23,1,56,224,60,11,13,1,1
4067,0,41,15,19,6,27,116,29,10,1,0,0
4068,0,39,10,21,15,26,109,47,3,7,0,0
4069,1,40,10,25,9,28,115,30,10,9,1,1
4070,0,38,13,12,6,28,101,36,7,2,0,0
4071,1,63,24,36,9,42,186,54,21,3,1,1
4072,1,96,35,29,31,57,256,76,19,6,1,0
4073,0,55,12,40,19,26,162,52,20,6,0,0
4074,0,41,9,17,10,20,108,38,12,1,0,1
4075,1,37,9,27,9,22,110,37,9,8,0,0
4076,1,67,27,28,10,31,189,59,4,4,1,1
4077,0,36,17,14,5,31,103,28,6,3,0,0
4078,1,40,9,12,11,15,101,36,13,2,0,0
4079,0,53,32,12,11,36,150,55,13,8,1,1
4080,1,77,26,33,7,40,213,64,11,2,1,0
4081,0,74,15,34,8,38,197,71,12,9,0,1
4082,1,89,26,46,17,59,250,59,12,7,1,1
4083,0,80,21,38,29,34,219,50,9,6,0,0
4084,0,53,23,39,19,30,168,49,8,4,1,1
4085,1,47,21,10,10,39,125,36,7,8,0,0
4086,1,46,14,11,17,30,117,36,5,3,1,0
4087,0,41,14,17,6,22,113,31,8,5,0,1
4088,1,50,15,16,5,28,131,43,3,5,1,1
4089,0,40,10,22,15,22,112,36,9,3,0,0
4090,1,75,21,48,15,42,219,83,16,14,1,1
4091,0,64,24,35,24,32,187,57,20,9,0,0
4092,0,40,10,20,10,28,110,27,5,4,0,0
4093,1,72,22,36,15,42,202,41,17,6,1,1
4094,1,83,21,37,15,40,224,76,14,5,1,0
4095,0,60,8,44,11,39,172,75,15,12,0,1
4096,0,57,8,32,13,29,154,61,19,7,1,1
4097,1,40,9,11,8,22,100,39,9,8,0,0
4098,1,41,11,17,9,33,110,42,3,4,0,0
4099,0,69,14,44,11,35,196,52,26,8,1,1
4100,1,37,16,15,8,29,105,40,7,4,0,0
4101,0,51,28,21,27,31,151,53,15,8,1,1
4102,0,61,25,28,19,36,175,50,8,7,1,1
4103,1,44,15,17,8,28,120,36,13,5,0,0
4104,0,72,21,11,8,35,176,47,10,2,0,0
4105,1,81,26,24,9,40,212,56,8,9,1,1
4106,1,86,21,15,15,44,208,60,15,8,1,1
4107,0,36,11,20,4,16,103,24,5,3,0,0
4108,0,35,7,13,11,21,90,27,11,1,0,0
4109,1,80,25,19,19,45,204,52,33,14,1,1
4110,0,82,24,14,27,48,202,52,18,4,1,1
4111,1,42,13,16,11,23,113,35,6,4,0,0
4112,0,36,10,14,9,25,96,28,6,3,0,0
4113,1,43,8,18,5,32,112,35,7,5,1,1
4114,1,55,6,30,13,27,146,31,6,1,0,0
4115,0,104,11,38,27,43,257,57,8,13,1,1
4116,0,69,18,35,15,39,191,52,28,14,1,1
4117,1,39,13,28,10,25,119,41,5,3,0,0
4118,0,38,12,16,7,26,104,31,6,7,0,0
4119,1,85,18,18,16,54,206,76,24,6,1,1
4120,1,91,34,37,18,40,253,79,17,8,1,1
4121,0,34,16,19,10,25,103,33,11,5,0,0
4122,0,42,7,16,8,24,107,37,9,4,0,0
4123,1,45,10,14,12,29,114,36,10,6,1,1
4124,0,40,10,22,7,25,112,31,6,12,0,0
4125,1,88,35,16,36,42,227,62,10,9,1,1
4126,1,80,36,36,14,60,232,68,18,12,1,1
4127,0,36,15,16,15,24,103,32,5,3,0,0
4128,1,72,23,29,36,42,196,64,16,15,1,1
4129,0,37,13,24,11,29,111,22,7,5,0,0
4130,0,37,12,18,13,30,104,32,12,3,1,0
4131,1,43,10,13,9,26,109,40,9,7,0,1
4132,1,76,15,30,5,40,197,60,26,13,1,1
4133,0,43,12,14,6,27,112,36,13,5,0,0
4134,0,65,17,48,15,49,195,67,14,11,0,0
4135,1,79,28,36,21,40,222,68,11,11,1,0
4136,1,71,16,38,18,51,196,65,8,1,1,1
4137,0,41,10,19,7,26,111,33,6,3,0,0
4138,0,39,10,6,7,29,94,36,2,4,0,0
4139,1,67,20,24,14,42,178,51,15,11,1,1
4140,0,48,11,45,27,32,152,53,6,4,0,0
4141,1,80,29,24,16,48,213,56,23,16,1,1
4142,0,74,24,14,6,44,186,57,16,0,1,1
4143,1,70,21,16,30,36,177,55,15,8,0,0
4144,0,42,7,14,3,24,105,21,8,6,0,0
4145,1,97,44,35,15,71,273,66,7,13,1,1
4146,0,76,20,25,22,60,197,49,19,15,1,1
4147,1,75,11,25,12,46,186,70,11,5,0,0
4148,1,81,23,35,26,37,220,65,11,13,1,1
4149,0,40,16,15,7,27,111,29,10,6,0,0
4150,1,78,25,42,13,39,223,50,11,4,1,1
4151,0,36,10,23,3,26,105,36,7,5,0,0
4152,1,49,25,20,16,23,143,36,6,6,0,0
4153,0,89,32,41,14,51,251,57,24,9,1,1
4154,1,94,24,48,16,70,260,84,6,10,1,1
4155,0,41,11,20,7,23,113,31,8,6,0,0
4156,0,42,15,15,4,28,114,30,10,7,0,1
4157,1,43,20,20,16,31,126,41,5,2,1,0
4158,1,45,5,14,15,26,109,41,11,6,1,1
4159,0,34,11,16,12,18,95,41,6,4,0,0
4160,1,92,31,51,34,57,266,65,12,12,1,1
4161,0,49,11,31,8,29,140,35,6,1,0,0
4162,0,77,26,31,18,38,211,60,12,6,1,1
4163,1,72,24,31,12,37,199,68,5,4,0,0
4164,0,37,10,14,14,23,98,36,5,5,0,0
4165,1,72,18,21,15,41,183,85,10,6,1,1
4166,0,34,7,18,14,19,93,32,6,4,0,0
4167,1,79,16,42,18,57,216,59,23,3,1,1
4168,0,75,13,27,17,48,190,59,18,22,1,1
4169,1,39,12,20,11,29,110,26,10,3,0,0
4170,1,62,20,21,25,43,165,70,19,15,1,1
4171,0,27,6,15,12,16,75,44,4,6,0,0
4172,0,65,20,42,17,35,192,57,5,16,0,1
4173,1,81,17,33,30,50,212,56,15,11,1,0
4174,1,87,22,26,14,42,222,65,13,13,0,1
4175,0,64,26,26,14,39,180,44,14,7,0,0
4176,1,66,28,36,10,38,196,67,22,8,1,1
4177,0,40,6,11,8,22,97,31,11,0,0,0
4178,1,42,14,9,14,24,107,40,8,15,1,1
4179,0,35,13,11,12,27,94,31,6,7,0,0
4180,0,37,20,13,9,30,107,30,3,4,0,0
4181,1,84,32,24,17,55,224,51,22,2,1,1
4182,1,94,34,28,14,62,250,58,12,8,1,1
4183,0,85,12,46,20,35,228,56,9,4,0,0
4184,1,39,18,17,4,32,113,46,10,8,1,1
4185,0,32,9,14,10,20,87,39,9,3,0,0
4186,1,69,21,35,16,48,194,64,4,8,1,1
4187,0,65,26,30,16,40,186,51,15,5,0,0
4188,0,48,15,25,13,35,136,38,17,5,1,0
4189,1,47,14,32,14,34,140,38,8,5,0,0
4190,1,57,21,17,3,41,152,50,7,11,1,1
4191,0,38,8,11,21,23,95,27,8,4,0,0
4192,0,80,19,25,27,36,204,66,11,16,1,1
4193,1,38,11,25,6,20,112,31,10,5,0,0
4194,0,42,12,6,11,26,102,28,12,3,0,0
4195,1,62,33,27,13,37,184,66,4,5,1,1
4196,0,80,39,23,16,54,222,63,6,12,1,1
4197,1,74,34,36,5,37,218,50,13,9,0,0
4198,0,40,14,17,8,30,111,31,9,1,0,0
4199,1,77,19,36,19,58,209,56,18,12,1,1
4200,0,66,12,46,24,31,190,48,23,7,1,1
4201,1,45,11,10,8,27,111,30,9,1,0,0
4202,0,34,8,21,14,19,97,33,6,5,0,0
4203,1,68,28,23,8,34,187,50,18,2,1,1
4204,0,71,21,39,9,58,202,64,13,12,1,1
4205,1,42,15,22,13,24,121,36,11,4,0,0
4206,0,78,34,28,24,36,218,71,9,1,1,0
4207,1,93,30,12,14,38,228,68,17,17,0,1
4208,0,45,13,17,17,23,120,30,7,3,0,0
4209,1,80,22,39,14,43,221,57,18,13,1,1
4210,1,67,21,26,21,39,181,58,14,16,1,1
4211,0,43,12,13,10,20,111,38,9,5,0,0
4212,1,84,40,27,10,62,235,78,11,4,1,0
4213,0,70,28,16,14,40,184,50,11,7,0,0
4214,0,36,11,11,12,25,94,28,7,2,0,0
4215,1,64,22,23,10,39,173,57,20,9,1,1
4216,0,44,11,13,12,24,112,30,8,4,0,1
4217,1,45,10,19,9,27,119,39,6,3,1,0
4218,0,63,10,21,11,34,157,62,15,13,0,1
4219,1,55,21,30,13,30,161,61,7,14,1,0
4220,0,63,31,35,19,49,192,56,14,5,1,0
4221,1,69,20,23,16,29,181,64,10,13,0,1
4222,1,47,17,12,5,31,123,33,9,8,1,1
4223,0,39,5,25,13,20,108,34,6,4,0,0
4224,0,42,5,10,8,25,99,29,10,4,0,0
4225,1,71,20,18,23,38,180,56,16,7,1,1
4226,0,53,14,21,14,28,141,31,8,6,0,0
4227,1,104,17,32,17,98,257,64,17,11,1,1
4228,0,41,13,23,9,29,118,33,3,3,0,0
4229,1,97,22,18,24,53,234,60,16,20,1,1
4230,1,38,8,18,16,23,102,35,8,5,1,1
4231,0,39,9,12,10,21,99,36,3,3,0,0
4232,1,71,29,24,5,52,195,65,14,7,1,1
4233,0,40,12,8,7,22,100,30,10,3,0,0
4234,1,92,44,24,24,51,252,63,12,8,1,1
4235,0,70,34,32,14,54,206,57,16,4,0,0
4236,0,82,40,30,11,41,234,58,12,12,0,0
4237,1,85,28,42,28,46,240,80,13,5,1,1
4238,0,39,20,5,8,22,103,40,7,9,0,0
4239,1,39,12,18,14,28,108,43,10,3,1,1
4240,0,35,11,18,17,21,99,40,5,4,0,0
4241,1,39,12,13,9,25,103,40,6,10,1,1
4242,1,96,26,29,13,67,247,68,16,10,1,1
4243,0,61,21,47,19,32,190,37,17,6,0,0
4244,0,37,13,18,12,23,105,30,9,3,0,0
4245,1,87,25,30,19,39,229,75,11,13,1,1
4246,1,68,22,47,29,41,205,79,21,10,1,1
4247,0,52,24,30,10,27,158,57,10,13,0,0
4248,0,42,17,14,12,28,115,26,6,5,0,0
4249,1,84,29,22,15,43,219,64,17,11,1,1
4250,0,36,9,12,10,26,93,38,8,6,1,0
4251,1,43,8,10,12,21,104,36,16,7,0,1
4252,1,88,34,38,17,55,248,63,7,10,1,1
4253,0,85,16,58,12,51,244,52,12,8,0,0
4254,1,99,28,41,22,54,267,64,10,8,1,1
4255,0,49,19,18,12,32,135,29,7,5,0,0
4256,1,89,36,14,17,50,228,66,15,14,1,1
4257,0,33,6,24,10,13,96,35,7,7,0,0
4258,0,37,7,13,9,22,94,26,7,5,0,0
4259,1,81,32,12,12,42,206,80,10,4,1,1
4260,1,46,18,10,15,33,120,41,10,8,1,1
4261,0,38,16,7,13,29,99,32,11,3,0,0
4262,0,82,26,28,20,36,218,82,16,8,0,1
4263,1,80,30,36,24,46,226,78,20,6,1,0
4264,1,44,11,12,5,24,111,34,9,6,0,0
4265,0,67,20,21,18,44,175,50,12,8,1,1
4266,1,42,19,15,7,36,118,42,4,1,1,0
4267,0,36,9,16,5,21,97,34,9,1,0,0
4268,0,91,30,30,17,54,242,42,15,12,1,1
4269,1,54,8,17,4,35,133,32,11,4,0,0
4270,1,72,25,42,17,45,211,68,7,9,1,0
4271,0,60,19,31,18,34,170,42,13,11,0,1
4272,0,47,14,21,18,23,129,32,9,5,0,0
4273,1,71,26,58,14,55,226,64,7,6,1,1
4274,0,59,16,29,20,35,163,68,9,14,1,1
4275,1,43,18,17,15,26,121,37,10,4,0,0
4276,1,44,9,25,11,28,122,40,5,4,1,0
4277,0,41,9,21,14,19,112,33,6,7,0,1
4278,0,32,6,20,11,17,90,32,6,0,0,0
4279,1,78,19,35,16,41,210,70,14,13,1,1
4280,1,82,26,38,16,51,228,52,17,4,1,1
4281,0,41,10,20,9,27,112,32,7,4,0,0
4282,0,48,25,12,7,36,133,30,10,5,0,0
4283,1,94,37,31,23,58,256,76,15,8,1,1
4284,0,41,9,16,16,26,107,36,12,6,0,0
4285,1,54,23,22,19,49,153,65,9,10,1,1
4286,0,59,20,26,8,37,164,53,4,8,0,0
4287,1,76,34,43,13,39,229,65,10,6,1,1
4288,0,62,18,32,17,33,174,62,2,7,1,1
4289,1,57,19,31,11,32,164,60,9,4,0,0
4290,0,41,13,9,4,27,104,31,10,3,0,0
4291,1,46,4,17,7,20,113,37,8,7,1,1
4292,0,84,33,34,17,53,235,49,14,5,1,1
4293,1,75,36,33,14,44,219,48,15,4,0,0
